ram_usage,cpu_utilization,network_bandwidth,io_bandwidth
75.67,18.31,1916.3,64188.74
54.11,72.75,1916.3,64188.88
33.41,55.43,1916.3,64188.88
46.78,8.41,1916.3,64188.9
70.95,68.3,1916.3,64189.1
46.77,35.34,1916.3,64189.11
54.83,71.36,1916.31,64189.12
74.3,30.5,1916.31,64189.48
55.24,68.1,1916.31,64189.51
47.6,85.82,1916.31,64189.56
55.76,52.73,1916.34,64189.66
63.57,7.28,1916.34,64189.66
61.97,3.3,1916.34,64189.68
59.42,19.35,1916.36,64189.91
65.12,8.62,1916.36,64190.14
60.26,83.62,1916.36,64190.15
55.08,76.23,1916.36,64190.22
35.44,59.29,1916.36,64190.24
22.91,57.65,1916.36,64190.28
29.67,18.67,1916.36,64190.48
49.16,68.98,1916.36,64191.54
61.51,68.33,1916.38,64191.56
48.29,83.26,1916.38,64191.62
61.65,54.06,1916.38,64191.62
72.44,12.24,1916.38,64191.65
54.58,78.69,1916.38,64191.67
67.16,82.2,1916.38,64191.74
64.84,65.5,1916.39,64192
69.98,48.35,1916.39,64192
91.23,44.51,1916.4,64192.08
76.31,12.92,1916.4,64192.35
56.15,10.21,1916.4,64192.39
76.56,62.91,1916.4,64192.4
76.26,89.38,1916.4,64192.56
53.57,62.59,1916.4,64192.57
74.15,69.21,1916.41,64192.73
62.75,22.68,1916.41,64192.74
71.58,24.07,1916.41,64192.77
47.69,45.43,1916.41,64193.02
24.64,56.57,1916.41,64193.24
56.55,33.47,1916.41,64193.59
60.92,54.64,1916.41,64193.62
79.56,21.2,1916.41,64193.73
61.8,76.08,1916.45,64194.32
43.53,27.66,1916.45,64194.4
30.05,42.02,1916.45,64194.47
25.57,79.75,1916.48,64194.51
70.25,8.2,1916.48,64194.67
79.76,5.93,1916.48,64194.69
59.16,46.49,1916.49,64194.75
53.03,50.1,1916.49,64194.8
33.72,88.3,1916.49,64195.09
46.34,59.37,1916.49,64195.24
27.2,32.83,1916.49,64195.24
40.91,52.59,1916.5,64195.32
26.68,59.46,1916.5,64195.35
29.29,19.75,1916.5,64195.43
44.55,76.48,1916.5,64195.44
37.4,5.45,1916.5,64195.65
36.55,33.88,1916.5,64195.66
33.03,81.32,1916.5,64195.69
53.14,49.53,1916.5,64195.71
28.73,33.9,1916.51,64195.72
66.35,66.82,1916.51,64195.84
41.85,53.84,1916.51,64196.95
70.17,4.03,1916.51,64196.99
48.81,14.66,1916.51,64197.03
30.9,86.02,1916.51,64197.28
55.12,50.34,1916.53,64197.57
34.9,63.65,1916.53,64197.6
37.39,2.99,1916.54,64197.64
32.91,84.08,1916.56,64197.86
22.23,59.68,1916.56,64197.91
43.46,71.26,1916.56,64197.96
74.08,42.41,1916.56,64197.96
64.13,35.16,1916.57,64198.01
62.17,73.77,1916.57,64198.04
53.52,17.68,1916.58,64198.07
57,72.45,1916.58,64198.46
58.53,3.49,1916.59,64198.48
42.01,52.52,1916.59,64198.52
29.01,33.63,1916.59,64198.62
42.81,59.56,1916.59,64199.25
47.2,28.93,1916.59,64199.89
70.35,37.55,1916.59,64199.29
91.21,67.4,1916.6,64199.36
87.58,5.9,1916.61,64199.45
90.31,37.26,1916.61,64199.46
65.89,13.19,1916.61,64199.48
41.62,79.9,1916.61,64199.7
51.95,19.27,1916.61,64199.73
44.2,83.18,1916.61,64200.57
45.66,73.67,1916.61,64200.67
43.72,66.17,1916.61,64200.7
43.11,19.19,1916.61,64200.71
23.36,11.85,1916.61,64200.8
23.56,26.07,1916.61,64200.31
36.64,85.77,1916.61,64201.16
25.18,59.72,1916.62,64201.38
36.93,76.33,1916.62,64201.56
45.97,81.38,1916.62,64201.59
48.61,2.23,1916.62,64202.1
65.75,7.41,1916.62,64202.25
76.78,63.7,1916.62,64202.34
94.59,54.67,1916.62,64202.35
81.62,12.49,1916.62,64202.31
78.39,43.79,1916.62,64202.82
58.38,33.74,1916.62,64203
38.56,50.47,1916.62,64203
61.02,30.7,1916.62,64203.03
50.12,61.75,1916.62,64203.67
41.01,24.98,1916.62,64203.76
42.1,63.97,1916.62,64204.25
28.9,38.76,1916.62,64204.89
51.09,51.66,1916.63,64204.5
33.68,52.85,1916.63,64204.54
47.31,63.21,1916.63,64204.99
37.46,11.64,1916.63,64205
21.95,22.53,1916.63,64205.02
34.18,49.31,1916.63,64205.53
20.9,43.53,1916.63,64205.53
22.86,86.84,1916.63,64205.62
56.56,80.77,1916.65,64206.13
56.99,22.55,1916.65,64206.28
61.19,44.16,1916.65,64206.69
62.29,16.28,1916.65,64206.7
79.62,62.28,1916.66,64206.82
89.11,87.78,1916.68,64206.92
74.43,75.79,1916.69,64206.95
54.83,81.5,1916.69,64207.2
33.49,86.42,1916.69,64207.2
25.73,17.76,1916.69,64207.31
25.73,88.31,1916.69,64207.32
47.51,58.69,1916.69,64207.37
57.15,30.36,1916.69,64207.44
80.31,80.8,1916.69,64207.45
56.92,67.13,1916.7,64207.79
62.94,29.63,1916.7,64207.83
78.27,15.98,1916.7,64207.86
92.04,50.86,1916.71,64207.96
86.67,84.65,1916.71,64208.06
87.04,18.28,1916.71,64208.12
94.37,37.91,1916.71,64208.12
93.96,57.96,1916.71,64208.19
69.02,37.79,1916.72,64208.57
48.54,7.92,1916.73,64208.9
51.42,84.86,1916.73,64208.91
40.5,27.43,1916.73,64208.98
54.87,19.42,1916.73,64209.21
58.25,11.63,1916.73,64209.23
51.36,56.07,1916.73,64209.58
30.31,85.9,1916.73,64209.58
54.18,71.42,1916.73,64209.61
34.06,36.38,1916.74,64209.72
47.28,33.21,1916.74,64210.55
40.79,76.89,1916.74,64210.62
46.91,48.56,1916.74,64210.89
36.42,83.34,1916.74,64211.19
29.99,44.06,1916.74,64211.4
67.01,67.45,1916.74,64211.88
68.57,20.61,1916.74,64212.14
72.16,19.71,1916.74,64212.27
52.74,12.11,1916.74,64212.38
68.23,81.39,1916.74,64212.58
91.29,70.14,1916.74,64212.64
79.42,45.56,1916.74,64213.09
58.85,64.33,1916.74,64213.46
79.71,12.24,1914.6,64041.2
69.33,11.5,1914.62,64042.21
56.54,57.52,1914.63,64044.51
68.14,7.73,1914.63,64046.99
86.68,62.82,1914.63,64048.02
69.67,54.85,1914.63,64048.02
76.08,58.5,1914.64,64049.1
68.92,14.44,1914.64,64050.3
58.6,49.56,1914.65,64051.5
61.46,60.6,1914.65,64051.5
73.15,22.87,1914.66,64052.07
72,84.51,1914.66,64053.57
93.4,73.21,1914.67,64054.51
77.16,86.59,1914.69,64054.52
68.35,24.91,1914.71,64055.14
87.14,24.8,1914.71,64055.56
93.15,43.96,1914.72,64055.91
83.41,7.79,1914.73,64055.93
63.22,4.09,1914.74,64056.02
62.72,89.26,1914.74,64056.07
82.1,66.26,1914.75,64056.08
85.89,20.65,1914.76,64056.09
90.83,69.06,1914.76,64056.12
75.97,61.06,1914.76,64056.16
52.83,51.38,1914.76,64056.35
61,15.8,1914.76,64056.37
55.71,58.33,1914.76,64056.39
53.65,80.41,1914.76,64056.52
78.63,35.68,1914.76,64056.69
74.92,14.4,1914.76,64056.76
65.91,51.03,1914.77,64056.93
52.95,80.88,1914.77,64057.05
51.93,14.96,1914.79,64057.16
45.94,8.92,1914.8,64057.54
62.82,80.25,1914.8,64057.54
70.01,36.28,1914.8,64057.61
48.51,57.62,1914.8,64057.64
68.54,22.98,1914.8,64057.78
59.97,83.17,1914.8,64057.79
61.81,51.51,1914.8,64057.8
69.16,36.87,1914.8,64057.82
44.82,45.1,1914.31,64058.06
34.97,38.32,1914.31,64058.25
50.54,62.97,1914.83,64058.37
32.82,87.06,1914.85,64058.58
30.6,34.88,1914.86,64059.01
51.93,54.42,1914.86,64059.38
59.11,50.02,1914.86,64059.49
80.23,7.63,1914.86,64059.52
94.65,77.28,1914.86,64059.55
93,71.36,1914.87,64059.56
70.24,62.38,1914.88,64059.64
54.46,20.18,1914.88,64059.71
44.46,83.07,1914.88,64060.28
26.3,20.37,1914.89,64060.3
67.44,69.75,1914.9,64060.44
66.83,44.38,1914.9,64060.46
73.03,77.75,1914.9,64060.56
60.13,30.89,1914.9,64060.68
68.67,14.15,1914.94,64060.73
86.79,46.07,1914.94,64060.75
86.9,15.39,1914.94,64061.32
90.88,68.64,1914.94,64061.43
69.75,10.59,1914.95,64061.46
70.47,27.12,1914.95,64061.49
88.9,66.25,1914.95,64061.57
91.4,71.36,1914.95,64061.58
80.35,46.96,1914.95,64062.38
55.76,2.52,1914.95,64062.38
45.22,49.92,1914.95,64062.41
67.36,36.91,1914.96,64062.42
62.32,38.41,1914.96,64062.53
45.35,23.41,1914.96,64062.85
60.02,71.68,1914.98,64063.02
64.86,36.22,1915,64063.06
64.6,11.35,1915,64063.24
73.75,63.83,1915,64063.27
85.36,4.87,1915,64063.5
74.55,77.77,1915.06,64063.69
80.18,64.51,1915.06,64063.69
87.07,49.63,1915.06,64063.73
79.39,34.79,1915.07,64063.85
57.11,25.11,1915.08,64064.07
56.46,64.94,1915.08,64064.16
61.85,3.13,1915.08,64064.19
83.43,37.76,1915.08,64064.22
86.77,51.59,1915.08,64064.39
79.48,68.16,1915.08,64064.39
55.9,58.93,1915.09,64064.6
40.57,36.96,1915.09,64064.66
57.27,9.18,1915.09,64064.69
40.24,3.55,1915.12,64064.83
48.75,51.83,1915.12,64065.31
40.22,32.89,1915.12,64065.34
64.06,49.54,1915.12,64065.35
70.44,67.53,1915.12,64065.52
62.05,61.09,1915.12,64065.56
49.38,65.95,1915.12,64065.57
37.07,32.73,1915.13,64065.58
44.6,16.39,1915.13,64065.59
38.13,16.53,1915.13,64065.63
59.05,57.82,1915.14,64066.37
53.3,22.52,1915.14,64066.4
69.87,73.4,1915.17,64066.4
51.49,16.98,1915.18,64066.55
48.62,26,1915.18,64066.85
36.83,35.74,1915.18,64066.94
22.66,70.79,1915.18,64066.95
46.09,21.69,1915.18,64067.05
34.84,61.55,1915.18,64067.11
38,51.19,1915.18,64067.19
34.62,13.42,1915.18,64067.24
42.11,76.36,1915.18,64067.3
51.42,36.27,1915.19,64067.87
58.83,20.65,1915.19,64068.1
78.51,70.09,1915.19,64068.24
60.45,22.91,1915.2,64068.32
42.84,59.02,1915.2,64068.4
60.85,71.06,1915.2,64068.4
72.17,33.7,1915.21,64068.42
68.42,14.05,1915.21,64068.65
48.81,79.24,1915.23,64068.97
30.92,57.36,1915.23,64069.12
41.43,16.83,1915.24,64069.23
23.5,6.93,1915.24,64069.38
28.98,11.41,1915.24,64069.56
53.12,76.9,1915.24,64069.6
74.73,86.48,1915.24,64069.61
66.15,70.86,1915.25,64069.65
50.63,63.71,1915.25,64069.68
40.23,2.28,1915.25,64069.86
56.26,12.16,1915.25,64070.07
35.31,18.28,1915.25,64070.08
52.01,28.42,1915.25,64070.23
36.78,44.77,1915.25,64070.31
24.25,55.61,1915.25,64070.42
30.32,85.15,1915.89,64070.45
22.96,5.89,1915.89,64072.47
55.55,19.37,1915.89,64072.51
55.94,53.05,1915.89,64072.84
49.59,82.19,1915.89,64072.85
48.03,71.5,1915.89,64072.96
38.3,65.75,1915.27,64073.04
47.75,21.25,1915.27,64073.11
34.64,46.4,1915.27,64073.47
50.56,69.15,1915.27,64073.51
75.47,28.13,1915.27,64073.58
93.39,30.05,1915.27,64073.71
82,57.06,1915.28,64073.79
60.2,77.38,1915.28,64073.8
80.37,53.67,1915.3,64073.83
93.4,41.28,1915.31,64074.92
84.74,26.25,1915.31,64074.95
83.24,74.08,1915.31,64074.95
61.7,36.68,1915.31,64075.1
58.57,64.58,1915.32,64075.1
59.63,81.24,1915.32,64075.13
76.3,84,1915.32,64075.13
64.06,75.93,1915.32,64075.14
49.53,18.73,1915.33,64075.32
39.09,64.41,1915.34,64076.05
31.75,49.93,1915.34,64076.08
64.25,18.16,1915.35,64076.14
71.47,65.7,1915.36,64076.17
84.41,74.78,1915.37,64036.82
94.11,77.56,1915.37,64036.82
75.24,36.58,1915.37,64076.5
62.56,14.65,1915.37,64076.63
72.84,13.85,1915.37,64026.91
93.43,32.71,1915.37,64026.99
79.9,8.88,1915.37,64077.02
73.62,49.76,1915.37,64077.11
50.63,53.68,1915.37,64077.33
40.36,38.77,1915.37,64077.33
20.21,70.93,1915.38,64047.4
71.37,85.36,1915.38,64047.41
67.62,11.13,1915.38,64047.44
46.22,53.01,1915.38,64047.44
52.85,83.88,1915.39,64032.98
61.22,17.45,1915.39,64077.85
80.95,23.98,1915.39,64077.96
90.59,21.57,1915.39,64077.97
89.82,83.33,1915.39,64077.98
85.57,18.75,1915.39,64078.03
69.87,83.85,1915.4,64078.03
55.29,12.91,1915.4,64078.05
37.69,35.92,1915.4,64078.06
38.08,56.88,1915.4,64078.99
23.26,61.93,1915.4,64079.31
24.45,68.89,1915.41,64079.4
69.84,9.64,1915.41,64079.43
82.04,13.15,1915.41,64079.57
83.18,61.62,1915.41,64079.65
62.13,43,1915.41,64079.67
76.36,76.39,1915.42,64079.69
82.51,7.47,1915.45,64079.98
88.33,59.67,1915.46,64080.21
75.27,22.32,1915.46,64080.31
71.39,73.67,1915.46,64031.36
63.76,66.18,1915.46,64031.39
88.45,19.15,1915.46,64031.44
74.08,21.34,1915.47,64031.45
70.52,7.94,1915.47,64031.45
91.59,89.79,1915.47,64031.85
68.21,57.38,1915.47,64082.01
61.96,18.46,1915.47,64082.14
78.35,61.74,1915.47,64082.18
78.48,28.25,1915.47,64082.21
89.11,24.43,1915.48,64082.24
79.27,19.44,1915.48,64082.69
91.18,81.12,1915.5,64082.96
83.18,27.84,1915.51,64083
75.82,31.12,1915.51,64083.24
76.44,13.96,1915.51,64083.24
78.35,20.01,1915.51,64083.24
57.43,20.17,1915.51,64083.25
42.42,41.71,1915.52,64083.27
39.46,81.13,1915.53,64083.38
56.73,62.2,1915.53,64083.54
33,65.74,1915.53,64083.93
54.19,10.59,1915.53,64083.96
78.7,25.42,1915.54,64083.99
89.29,30.68,1915.54,64084.15
73.81,64.39,1915.54,64084.15
83.25,63.88,1915.55,64084.89
62.32,65.49,1915.55,64084.31
75.49,35.49,1915.55,64084.35
78.07,53.02,1915.55,64084.41
77.2,15.9,1915.55,64084.42
52.98,87.43,1915.55,64084.46
59.21,36.53,1915.56,64084.48
73.72,86.15,1915.56,64084.76
53.43,39.17,1915.56,64084.88
36.74,52.06,1915.57,64084.91
34.19,40.81,1915.57,64085.08
34.88,73.81,1915.57,64085.09
53.26,81.87,1915.58,64095.31
31.51,71.03,1915.58,64096.8
26.79,45.72,1915.58,64097.11
29.13,49.92,1915.58,64097.2
43.13,49.81,1915.58,64097.24
38.26,88.9,1915.58,64097.52
52.42,48.6,1915.58,64097.56
28.17,72.06,1915.59,64097.57
47.39,51.32,1915.59,64097.58
38.15,89.63,1915.59,64097.61
38.33,12.1,1915.59,64097.86
63.47,78.27,1915.59,64097.87
72.81,15.81,1915.6,64097.97
90.83,25.64,1915.6,64098.06
66.8,43.96,1915.6,64098.09
86.42,26.66,1915.61,64098.1
77.15,39.89,1915.61,64098.28
77.81,50.12,1915.61,64098.31
84.81,11.79,1915.61,64098.36
75.53,7.41,1915.61,64098.51
93.43,3.81,1915.61,64098.31
94.62,85.58,1915.61,64098.86
79.27,45.83,1915.62,64098.87
93.36,11.33,1915.62,64098.95
93.33,32.28,1915.62,64098.95
87.08,65.17,1915.62,64099.1
84.35,46.16,1915.62,64099.23
70.4,74.41,1915.62,64099.23
89.59,47.76,1915.62,64099.24
88.62,87.06,1915.63,64099.89
82.69,69.23,1915.63,64099.29
67.45,70.04,1915.63,64099.91
64.98,14.11,1915.63,64099.98
69.46,7.46,1915.66,64100.11
61.22,84.41,1915.66,64100.15
77.81,54.26,1915.66,64100.17
57.05,83.97,1915.66,64100.17
72.67,56.54,1915.66,64100.18
47.79,10.37,1915.66,64100.2
42.25,23.38,1915.67,64100.48
30.91,84.23,1915.67,64100.49
53.93,61.04,1915.68,64100.53
77.46,68.47,1915.69,64101.34
77.42,46.21,1915.69,64101.56
76.6,84.51,1915.69,64101.71
83.13,16.31,1915.69,64101.76
66.57,31.87,1915.69,64101.83
46.38,13.67,1915.7,64101.85
24.05,77.22,1915.7,64101.85
39.45,56.61,1915.71,64101.96
46.95,62.43,1915.71,64101.99
36.44,50.59,1915.71,64102.31
34.9,15.94,1915.71,64102.31
30.22,67.27,1915.72,64102.37
77.76,85.25,1915.72,64102.71
61.23,45.38,1915.73,64102.72
53.94,43.07,1915.73,64102.79
55.34,39.33,1915.73,64108.17
47.2,39.41,1915.73,64108.93
54.78,71.2,1915.74,64110.22
39.72,12.11,1915.74,64110.31
25.68,60.55,1915.74,64110.55
57.03,64.91,1915.74,64110.7
47.3,62.73,1915.74,64110.76
26.94,87.8,1915.74,64110.93
41.79,30.07,1915.75,64110.95
26.55,41.54,1915.75,64111
42.17,15.76,1915.75,64111.13
33.64,41.05,1915.75,64111.45
39.07,71.74,1915.75,64111.55
67.15,65.06,1915.75,64111.63
82.75,84,1915.75,64111.77
69.33,59.23,1915.75,64111.97
84.32,41.65,1915.75,64112.01
78.04,47.54,1915.75,64112.02
56.74,44.11,1915.75,64112.05
80.83,18.57,1915.76,64112.05
57.4,65.85,1915.76,64113.12
36.26,24.39,1915.76,64113.33
39.09,65.16,1915.76,64113.52
51.27,54,1915.76,64113.56
72.92,72.93,1915.76,64113.62
48.6,18.6,1915.76,64113.62
60.2,59.42,1915.76,64113.66
76.75,21.96,1915.76,64114.05
75.67,40.56,1915.76,64114.06
92.16,4.6,1915.76,64114.07
94.47,15.59,1915.76,64114.09
84.92,56.66,1915.76,64114.32
71.02,72.45,1915.76,64114.9
68.31,64.58,1915.77,64114.93
81.4,47.59,1915.79,64118.58
82.15,37.27,1915.79,64136.45
63.95,75.35,1915.8,64136.56
63.51,37.02,1915.8,64136.59
67.06,8.27,1915.8,64136.59
47.64,79.69,1915.8,64136.62
70.97,86.14,1915.31,64136.94
79.42,69.09,1915.82,64137.15
65.73,58.12,1915.82,64137.15
49.13,80.92,1915.83,64137.17
43.98,54.64,1915.83,64137.44
50.23,35.04,1915.83,64137.49
62.69,22.44,1915.83,64137.49
57.74,15.61,1915.83,64137.53
43.89,17.46,1915.84,64137.55
67.17,43.87,1915.84,64137.93
57.31,33.77,1915.84,64137.94
66.75,63.07,1915.86,64138.05
67.27,25.25,1915.86,64138.13
60.66,47.14,1915.86,64138.21
41.1,65.85,1915.86,64138.27
28.14,83.04,1915.87,64138.36
47.57,71.33,1915.87,64138.59
47.86,31.51,1915.87,64138.62
40.6,71.62,1915.87,64139.08
45.48,82.67,1915.89,64139.55
64.99,28.19,1915.9,64139.74
61.92,86.75,1915.91,64139.79
65.32,65.35,1915.91,64140.02
69.2,44.21,1915.91,64140.35
58.17,48.9,1915.91,64140.4
48.65,10.52,1915.91,64140.44
68.55,51.72,1915.91,64140.45
47.6,39.84,1915.91,64140.48
40.37,63.52,1915.91,64140.49
64.89,5.88,1915.94,64140.77
40.98,70.6,1915.95,64141.2
33.61,43.24,1915.95,64141.25
56.59,30.46,1915.95,64141.43
73.75,52.33,1915.95,64141.51
80.53,11.85,1915.95,64141.92
87.57,4.72,1915.95,64141.98
78.83,66.75,1915.96,64141.99
60.25,57.45,1915.98,64142.16
71.99,87.93,1916.03,64142.67
55.19,18.65,1916.04,64144.23
78.77,24.93,1916.08,64144.51
85.7,48.32,1916.11,64144.98
73.87,62.66,1916.11,64145.14
54.82,27.78,1916.11,64145.2
53.69,4.43,1916.11,64145.3
64.59,3.79,1916.11,64145.41
86.11,65.5,1916.11,64145.41
94.9,45.54,1916.11,64145.44
80.5,51.4,1916.11,64145.48
82.97,81.38,1916.15,64145.48
61.37,48.09,1916.19,64145.93
77.79,66.87,1916.2,64146.33
70.59,43.09,1916.2,64147
68.47,84.85,1916.22,64147.09
52.17,12.73,1916.22,64147.19
52.77,10.64,1916.22,64147.29
74.47,10.93,1916.22,64147.74
55.18,24.97,1916.22,64148.25
72.61,14.63,1916.24,64148.3
93.07,73.49,1916.24,64148.5
68.49,32.16,1916.24,64148.61
50.15,79.53,1916.25,64148.64
39.51,31.75,1916.25,64148.64
23.75,59.85,1916.25,64148.91
61.02,58.46,1916.25,64148.94
82.62,46.98,1916.89,64148.99
75.9,76.68,1916.89,64149.15
51.09,72.17,1916.89,64149.21
62.27,62.81,1916.89,64149.28
73.07,33.13,1916.89,64149.34
79.51,34.41,1916.27,64149.47
84.09,13.04,1916.27,64149.61
70.82,47.11,1916.27,64149.66
66.89,11.39,1916.27,64149.8
64.27,43.66,1916.27,64149.98
88.18,29.48,1916.27,64150.07
67.71,61.47,1916.27,64150.09
53.03,20.98,1916.28,64150.12
69.7,7.89,1916.28,64150.12
54.57,86.51,1916.28,64151.25
53.11,88.49,1916.28,64151.42
59.48,33.03,1916.28,64151.56
65.4,46.2,1916.28,64152.15
47.98,80.45,1916.28,64152.15
70.3,71.04,1916.28,64152.16
71.56,49.92,1916.28,64152.18
53.53,42.86,1916.28,64152.89
55.34,9.49,1916.29,64153.59
70.24,67.32,1916.29,64153.76
67.98,41.89,1916.29,64153.91
89.24,59.18,1916.29,64153.93
84.44,38.88,1916.29,64153.94
81.71,39.33,1916.29,64153.97
62.5,54.28,1916.29,64154.13
38.27,86.05,1916.29,64186.19
57.51,8.81,1916.29,64186.22
61.01,22.6,1916.29,64186.23
81.03,9.99,1916.29,64186.48
63.92,24.78,1916.3,64186.51
45.78,15.58,1916.3,64188.55
40.81,42.79,1916.3,64188.55
56.4,9.43,1916.3,64188.71
72.24,16.59,1916.3,64188.74
61.38,21.84,1916.3,64188.88
37.54,32.22,1916.3,64188.88
56.12,58.92,1916.3,64188.9
37.41,16.89,1916.3,64189.1
57.47,24.99,1916.3,64189.11
60.24,13.21,1916.31,64189.12
70.11,33.73,1916.31,64189.48
51.71,16.56,1916.31,64189.51
47.31,32.66,1916.31,64189.56
48.33,82.45,1916.34,64189.66
72.97,58.82,1916.34,64189.66
49.09,54.97,1916.34,64189.68
24.91,31.94,1916.36,64189.91
33.21,87.26,1916.36,64190.14
55.15,70.05,1916.36,64190.15
35.85,39.24,1916.36,64190.22
68.12,5.03,1916.36,64190.24
81.73,41.65,1916.36,64190.28
58.31,69.04,1916.36,64190.48
33.43,54.57,1916.36,64191.54
26.32,27.08,1916.38,64191.56
31.2,5.1,1916.38,64191.62
38.12,69.64,1916.38,64191.62
34.62,9.07,1916.38,64191.65
58.83,9.11,1916.38,64191.67
41.93,82.06,1916.38,64191.74
26.38,59.87,1916.39,64192
62.58,48.64,1916.39,64192
55.83,70.56,1916.4,64192.08
36.62,37.67,1916.4,64192.35
68.41,55.26,1916.4,64192.39
84.99,31.74,1916.4,64192.4
61.35,38.32,1916.4,64192.56
79.68,70.74,1916.4,64192.57
59.73,58.86,1916.41,64192.73
53.32,32.42,1916.41,64192.74
39.77,71.53,1916.41,64192.77
44.36,85.26,1916.41,64193.02
38.43,69.81,1916.41,64193.24
57.14,21.63,1916.41,64193.59
36.29,39.03,1916.41,64193.62
43.47,85.24,1916.41,64193.73
39.2,62.64,1916.45,64194.32
22.78,13.39,1916.45,64194.4
29.34,29.19,1916.45,64194.47
50.34,56.18,1916.48,64194.51
50.35,78.85,1916.48,64194.67
30.35,12.54,1916.48,64194.69
51.87,50.12,1916.49,64194.75
67.91,19.07,1916.49,64194.8
61.71,60.79,1916.49,64195.09
84.97,50.33,1916.49,64195.24
82.26,15.84,1916.49,64195.24
60.38,41.76,1916.5,64195.32
63.7,26.43,1916.5,64195.35
77.56,67.32,1916.5,64195.43
52.83,47.19,1916.5,64195.44
67.31,72.18,1916.5,64195.65
69.99,20.73,1916.5,64195.66
56.98,78.96,1916.5,64195.69
68.17,7.84,1916.5,64195.71
78.66,33.31,1916.51,64195.72
78.97,79.35,1916.51,64195.84
86.51,31.45,1916.51,64196.95
73.83,46.68,1916.51,64196.99
84.77,4.77,1916.51,64197.03
85.53,35.63,1916.51,64197.28
93.2,67.03,1916.53,64197.57
82.54,29.07,1916.53,64197.6
66.48,66.71,1916.54,64197.64
47.39,44.5,1916.56,64197.86
23.48,72.05,1916.56,64197.91
31.51,65.09,1916.56,64197.96
67.44,43.22,1916.56,64197.96
53.44,33.51,1916.57,64198.01
34.25,85.86,1916.57,64198.04
37.36,74.3,1916.58,64198.07
49.64,56.76,1916.58,64198.46
27.59,10.57,1916.59,64198.48
41.82,71.36,1916.59,64198.52
21.93,28.78,1916.59,64198.62
43.73,54.76,1916.59,64199.25
70.24,30.42,1916.59,64199.89
56.22,8.42,1916.59,64199.29
54.45,82.51,1916.6,64199.36
39.42,14.22,1916.61,64199.45
37.54,16.12,1916.61,64199.46
46.21,35.41,1916.61,64199.48
22.25,3.9,1916.61,64199.7
30.89,56.24,1916.61,64199.73
67.27,89.22,1916.61,64200.57
43.83,70.11,1916.61,64200.67
36.35,17.06,1916.61,64200.7
31.3,55.86,1916.61,64200.71
67.85,50.16,1916.61,64200.8
44.85,49.81,1916.61,64200.31
66.65,5.01,1916.61,64201.16
84.37,48.22,1916.62,64201.38
72.2,23.62,1916.62,64201.56
84.23,77.43,1916.62,64201.59
77.73,84.95,1916.62,64202.1
69.5,16.97,1916.62,64202.25
78.5,13.95,1916.62,64202.34
58.41,59.75,1916.62,64202.35
34.44,47.78,1916.62,64202.31
33.2,62.91,1916.62,64202.82
33.43,85.23,1916.62,64203
27.44,82.75,1916.62,64203
33.9,89.58,1916.62,64203.03
51.19,16.54,1916.62,64203.67
71.32,13.12,1916.62,64203.76
80.03,27.64,1916.62,64204.25
83.99,64.37,1916.62,64204.89
71.77,57.77,1916.63,64204.5
85.91,45.59,1916.63,64204.54
90.95,18.48,1916.63,64204.99
85.41,9.09,1916.63,64205
71.42,58.23,1916.63,64205.02
50.44,66.95,1916.63,64205.53
45.51,32.82,1916.63,64205.53
42.18,2.35,1916.63,64205.62
42.02,14.29,1916.65,64206.13
22.03,19.94,1916.65,64206.28
45.81,63.1,1916.65,64206.69
66.89,63.42,1916.65,64206.7
65.78,87.92,1916.66,64206.82
74.96,88.54,1916.68,64206.92
76.06,28.4,1916.69,64206.95
71.32,57.02,1916.69,64207.2
89.65,2.27,1916.69,64207.2
79.03,88.25,1916.69,64207.31
55.12,55.11,1916.69,64207.32
63.57,75.13,1916.69,64207.37
85.49,76.67,1916.69,64207.44
67.21,27.31,1916.69,64207.45
70.27,3.61,1916.7,64207.79
61.94,25.01,1916.7,64207.83
37.69,84.12,1916.7,64207.86
54.68,66.99,1916.71,64207.96
31.4,32.46,1916.71,64208.06
39.86,47.65,1916.71,64208.12
37.87,48.29,1916.71,64208.12
57.09,12.29,1916.71,64208.19
62.88,53.31,1916.72,64208.57
87.84,38.13,1916.73,64208.9
78.63,42.6,1916.73,64208.91
82.35,54.18,1916.73,64208.98
87.5,80.64,1916.73,64209.21
75.51,56.43,1916.73,64209.23
72.45,35.22,1916.73,64209.58
88.19,15.22,1916.73,64209.58
90.76,15.18,1916.73,64209.61
78.27,30.49,1916.74,64209.72
63.52,46.6,1916.74,64210.55
73.4,40.26,1916.74,64210.62
87.32,78.73,1916.74,64210.89
94.46,73.26,1916.74,64211.19
74.23,57.74,1916.74,64211.4
73.56,46.22,1916.74,64211.88
88.73,9.83,1916.74,64212.14
82.06,21.83,1916.74,64212.27
79.92,20.43,1916.74,64212.38
59.53,15.85,1916.74,64212.58
49.97,20.04,1916.74,64212.64
25.15,41.58,1916.74,64213.09
42.77,51.35,1916.74,64213.46
75.7,69.65,1900.48,63800.03
69.51,38.23,1900.48,63800.12
84.45,63.56,1900.49,63800.31
71.68,42.56,1900.49,63800.47
79.94,54.63,1900.49,63800.54
89.59,73.94,1900.49,63800.58
71.1,11.49,1900.49,63800.58
62.75,39.6,1900.49,63800.7
70.03,33.43,1900.49,63800.73
55.64,84.5,1900.49,63800.9
